UF,CÓDIGO DO MUNICÍPIO,MUNICÍPIO,CNES,NOME FANTASIA,TIPO NOVO DO ESTABELECIMENTO,TIPO DO ESTABELECIMENTO,SUBTIPO DO ESTABELECIMENTO,GESTÃO,CONVÊNIO SUS,CATEGORIA NATUREZA JURÍDICA,SERVIÇO,SERVIÇO CLASSIFICAÇÃO,SERVIÇO - AMBULATORIAL SUS,SERVIÇO - AMBULATORIAL NÃO SUS,SERVIÇO - HOSPITALAR SUS,SERVIÇO - HOSPITALAR NÃO SUS,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,NO_EMAIL,NO_URL
PB,251200,POCINHOS,2613638,HOSPITAL E MATERNIDADE DR ANTONIO LUIZ COUTINHO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA CONEGO JOAO COUTINHO,546,,CENTRO,58150000,8333841355,-7.077065082142382,-36.06131315231323,,
RS,431490,PORTO ALEGRE,2265052,HOSPITAL FEMINA,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,MUNICIPAL,SIM,PRIVADO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,RUA MOSTARDEIRO,17,,RIO BRANCO,90430001,51 33145200,-30.02917912459047,-51.206867694854736,faturamento@ghc.com.br,
MG,316470,SAO SEBASTIAO DO PARAISO,2146525,SANTA CASA DE PARAISO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Sim,Sim,Sim,PRACA COMENDADOR JOAO PIO DE FIGUEIREDO WESTIN,92,,MOCOQUINHA,37957148,(35)35391300,-20.925020948582695,-46.98317816719618,faturamento@santacasassp.com.br,
AM,130080,BORBA,2012383,HOSPITAL DE BORBA VO MUNDOCA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVENIDA PREFEITO SILVIO LEITE,S/N,,CRISTO REI,69200000,(92)35121104,-4.395582933796165,-59.592204093933105,sms-borba@saude.am.gov.br,
MS,500630,PARANAIBA,2375850,SANTA CASA DE MISERICORDIA DE PARANAIBA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV DURVAL RODRIGUES LOPES,400,HOSPITAL,IPE BRANCO,79500000,6735580101,-19.681060863829227,-51.19755506515503,scasafat@terra.com.br,
CE,230440,FORTALEZA,2723212,HOSPITAL DISTRITAL GONZAGA MOTA MESSEJANA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV WASHINGTON SOARES,7700,,MESSEJANA,60811341,(85)3105-1590,-3.821641,-38.480413,dirtecnica.hdgmm.ce@spdm-pais.org.br,
MG,311230,CAPELINHA,2135124,FUNDACAO HOSPITALAR SAO VICENTE DE PAULO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AVENIDA JK,221,,SAO GERALDO,39680130,(33)35161366,-18.234066199963827,-42.26554434085945,hospitalsvpaulo@gmail.com,
RJ,330452,RIO DAS OSTRAS,9997342,NASCA NUCLEO DE ATENCAO A SAUDE DA CRIANCA E ADOLESCENTE,016 AMBULATORIO,04 POLICLINICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA MAYER,747,,LIBERDADE,28893684,2227714128,-22.521437150561486,-41.93809747695923,nasca.rostras@gmail.com,
RN,240260,CEARA-MIRIM,2800950,HOSPITAL DR PERCILIO ALVES DE OLIVEIRA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA BELA VISTA,1237,,CONJ LUIZ L VARELA,59570000,(84)32745942,-5.5844641,-35.2306129,sms,
GO,520250,ARUANA,2535963,HOSPITAL MUNICIPAL DR CLARET,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA VICENTE CAMELO,S/N,,CENTRO,76710000,( 62 )33761846,-14.927075035777767,-51.080814965583045,saude@aruana.go.gov.br,
MT,510785,SAO FELIX DO ARAGUAIA,7195303,CAPS REGIAO NORTE ARAGUAIA KARAJA,017 UNIDADE DE ATENCAO PSICOSSOCIAL,70 CENTRO DE ATENCAO PSICOSSOCIAL,001 CAPS I,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA 06,S/N,,VILA SANTO ANTONIO,78670000,,-11.627152,-50.690167,,
MT,510642,PEIXOTO DE AZEVEDO,2699842,HOSPITAL REGIONAL DE PEIXOTO DE AZEVEDO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,TRAVESSA BARTOLOMEU DIAS,269,PREDIO,ALVORADA,78530000,66- 3575-1017,-10.235912475115603,-54.98955488204956,Direcao.hrpa@cisvaledopeixoto.com.br,
SP,351060,CARAPICUIBA,6625711,NUCLEO DE ATENDIMENTO DE INFECTOLOGIA DE CARAPICUIBA NAIC,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA ERNESTINA VIEIRA,70,BLOCO II,VILA DIRCE,6382260,(11) 4202-9583,-23.55266255531659,-46.83647632598877,naic.saude@carapicuiba.sp.gov.br,
MG,314710,PARA DE MINAS,2206064,HOSPITAL NOSSA SENHORA DA CONCEICAO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,DO CRUZEIRO,68,,CENTRO,35660033,37 32335400,-19.864812897029758,-44.60517883300781,,
CE,230725,JIJOCA DE JERICOACOARA,882216,UNIDADE BASICA DE SAUDE UBS DA SEDE III,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA RECIFE,S/N,,CENTRO,62598000,,-2.8988955359723856,-40.45691728591919,,
RN,240810,NATAL,2409208,MATERNIDADE ESCOLA JANUARIO CICCO,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,MUNICIPAL,SIM,PRIVADO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,NILO PECANHA,270,,PETROPOLIS,59012300,84 33425807,-5.781652980415359,-35.198065638542175,joaquim.bezerra@ebserh.gov.br,http://www.mejc.ebserh.gov.br
PA,150360,ITAITUBA,6444261,UNIDADE BASICA DE SAUDE CREPURIZINHO,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,COMUNIDADE DE CREPURIZINHO,S/N,,ZONA RURAL,68181000,,-4.220079037169984,-55.96435546875,,
RS,430700,ERECHIM,2707918,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,006 HOSPITAL,05 HOSPITAL GERAL,N/A,DUPLA,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,ITALIA,919,,CENTRO,99700048,,-27.63624075,-52.28329883205872,,www.fhste.com.br
SC,420290,BRUSQUE,2522411,HOSPITAL AZAMBUJA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AZAMBUJA,1089,,AZAMBUJA,88359321,,-27.124908446675075,-48.92179977815358,sac@haccr.org.br,
MG,312090,CURVELO,2148293,HOSPITAL IMACULADA CONCEICAO,016 AMBULATORIO,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AVENIDA TIMBIRAS,590,,TIBIRA,35792098,(38)37211211,-18.75773,-44.42262,diretoria@hospic.com.br,
TO,170210,ARAGUAINA,3654826,HOSPITAL DE DOENCAS TROPICAIS DA UNIV FED DE TOCANTINS,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,N/A,ESTADUAL,SIM,PRIVADO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,JOSE DE BRITO SOARES,1015,,SETOR ANHANGUERA,77818530,63 3413 8600,-7191,-48207,stcor.hdt-uft@ebserh.gov.br,http://hdt-uft.ebserh.gov.br/
MG,315180,POCOS DE CALDAS,2958988,CENTRO DE AT ESPECIALIZADA A SAUDE DA MULHER E DA CRIANCA,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA SAO PAULO,369,,CENTRO,37701752,37157877,-21.786650,-46.564080,caesmc.pmpc@gmail.com,
AM,130250,MANACAPURU,2013258,HOSPITAL GERAL DE MANACAPURU,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA CAROLINA FERNANDES,S/N,,SAO JOSE,69400797,92 33611907,-3.292052471010196,-60.63012778759003,hosp-manacapuru@saude.am.gov.br,
RJ,330170,DUQUE DE CAXIAS,2277603,CENTRO MUNICIPAL DE SAUDE DE DUQUE DE CAXIAS,016 AMBULATORIO,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA DA REPUBLICA,12,ANTIGA GAL GURJAO,JD 25 DE AGOSTO,25011500,(21)2772-5030,-22.7941186,-43.3087967,cmsdc.sms@gmail.com,
AC,120020,CRUZEIRO DO SUL,9966501,UPA DO VALE DO JURUA JAQUES PEREIRA BRAGA,008 PRONTO ATENDIMENTO,73 PRONTO ATENDIMENTO,003 UPA,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Sim,DJALMA DUTRA,S/N,,CENTRO,69980000,68 32152779,-7.63069,-72.672531,prdupaczs@hotmail.com,
CE,230445,FORTIM,2372568,HOSPITAL MUNICIPAL DO FORTIM DR WALDEMAR ALCANTARA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA IZIDIO MOURA,179,,CENTRO,62817000,(88)34131019,-4.455822214756188,-37.7970027923584,smsfortim1@yahoo.com.br,
RN,240810,NATAL,2409208,MATERNIDADE ESCOLA JANUARIO CICCO,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,MUNICIPAL,SIM,PRIVADO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,NILO PECANHA,270,,PETROPOLIS,59012300,84 33425807,-5.781652980415359,-35.198065638542175,joaquim.bezerra@ebserh.gov.br,http://www.mejc.ebserh.gov.br
PR,412230,RIO NEGRO,6890946,SMS DE RIO NEGRO,002 CENTRAL DE GESTAO EM SAUDE,68 CENTRAL DE GESTAO EM SAUDE,003 SECRETARIA MUNICIPAL DE SAUDE (SMS),MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA GETULIO VARGAS,131,PREDIO,CENTRO,83880037,47-3642-1202,-26.10777791786446,-49.802892208099365,mayra.lk@rionegro.pr.gov.br,
SC,421870,TUBARAO,2491710,HOSPITAL NOSSA SENHORA DA CONCEICAO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Sim,Não,Não,RUA VIDAL RAMOS,215,,CENTRO,88701160,(48)36317000,-28.480197077293088,-49.0024995803833,hnsc@hnsc.org.br,
PA,150360,ITAITUBA,6819605,UNIDADE BASICA DE SAUDE MARIA MADALENA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,ESTRADA DO JACAREZINHO,S/N,,MARIA MADALENA,68181000,,-4.222196,-56.001639,,
MT,510270,CANARANA,6781063,SAE SERVICO DE ATENDIMENTO ESPECIALIZADO DE CANARANA,018 UNIDADE DE APOIO DIAGNOSTICO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AV SANTA CATARINA,S/N,,CENTRO,78640000,66-3478-1666,-13.552760168280955,-52.27018117904663,smscanarana@gmail.com,
MG,311510,CASSIA,2760436,INSTITUTO SAO VICENTE DE PAULO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA MONSENHOR GERALDO,S/N,,CENTRO,37980000,(35)35411311,-20.586349124428203,-46.92460298538208,hospitaldecassia@gmail.com,
RS,431410,PASSO FUNDO,2246988,HOSPITAL SAO VICENTE DE PAULO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Sim,Sim,Sim,TEIXEIRA SOARES,808,,CENTRO,99010080,,-28.25925650784897,-52.41424798965454,,http://www.hsvp.com.br
CE,231140,QUIXERAMOBIM,2498855,UNIDADE BASICA DE SAUDE FRANCISCO RODRIGUES DA SILVA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA GEOVANI DE SOUSA,176,,VILA ELOY,63800000,8210399,-5193,-39289,saudequixbimdiscovernet.com.br,
MG,313920,MALACACHETA,2208075,HOSPITAL MUNICIPAL DR CARLOS MARX,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AVENIDA JK,200,,PEQUI,39690000,(33)35142491,-17.84033,-42.08271,hospmalaca@yahoo.com.br,
MG,310620,BELO HORIZONTE,27049,HOSP DAS CLINICAS DA UNIV FED DE MINAS GERAIS EBSERH,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PRIVADO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV ALFREDO BALENA,110,,STA EFIGENIA,30130100,3133079612,-19.9253417,-43.9292778,dirgeral.hcmg@ebserh.gov.br,
AM,130420,TEFE,3581675,UNIDADE BASICA DE SAUDE ENF FRANCISCA DAS CHAGAS TRINDADE,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA BOM JARDIM,S/N,,SAO JOAO,69553325,,-3.3589118,-64.7264805,,
SP,354980,SAO JOSE DO RIO PRETO,2077396,HOSPITAL DE BASE DE SAO JOSE DO RIO PRETO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVN BRIGADEIRO FARIA LIMA,5544,,SAO PEDRO,15090000,17-32015000,-20.828151,-49.397609,diretoria@hospitaldebase.com.br,
RS,431410,PASSO FUNDO,2246929,HOSPITAL DE CLINICAS,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,TIRADENTES,295,,CENTRO,99010260,,-28.26360819548711,-52.40722060203552,juarez.dalvesco@hcpf.com.br,
MG,310560,BARBACENA,3698548,HOSPITAL REGIONAL DE BARBACENA DR JOSE AMERICO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AVN 14 DE AGOSTO,S/N,,FLORESTA,36202850,33391600,-21.202957652058597,-43.790860176086426,hrb.direcao@fhemig.mg.gov.br,
MG,310740,BOM DESPACHO,2168707,HOSP SANTA CASA DE BOM DESPACHO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Sim,Sim,Sim,IRMA ALBUQUERQUE,120,HOS,CENTRO,35630094,37 35227704,-19.7330994,-45.25052949844219,contabilidadesantacasabd@yahoo.com.br,
MT,510517,JURUENA,2392895,HOSPITAL MUNICIPAL DE JURUENA RENILDA DE FATIMA DE MORAIS,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,TRAVESSA LUCINDA KNIESS,20,,CENTRO,78340000,66 984324599,-10.315573722499579,-58.35920333862305,hm.saude@juruena.mt.gov.br,
DF,530010,BRASILIA,3144607,UBS 6 SANTA MARIA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,QR 202 302 LOTE 2,2,,SANTA MARIA,72505400,6120994325,-16.040075,-48.030621,psu02santamaria@gmail.com,
PR,410690,CURITIBA,3000907,HOSPITAL E MATERNIDADE SANTA BRIGIDA,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,N/A,MUNICIPAL,NÃO,PRIVADO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Não,Sim,Não,Sim,GUILHERME PUGSLEY,1705,,AGUA VERDE,80620000,11 31552000,-25.461871,-49.2904539,CADASTRO.FEDERAL@INTERMEDICA.COM.BR,
CE,230445,FORTIM,2414821,UNIDADE BASICA DE SAUDE DE GUAJIRU,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,VILA GUAJIRU,S/N,,ZONA RURAL,62817000,(88)34131019,-4.4154406,-37.8470004,smsfortim1@yahoo.com.br,
CE,230430,FARIAS BRITO,2372436,POSTO DE SAUDE DE QUINCUNCA,001 UNIDADE BASICA DE SAUDE,01 POSTO DE SAUDE,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,DISTRITO DE QUINCUNCAA,S/N,,ZONA RURAL,63185000,(88) 3544 6143,-6.866402,-39.612952,saude@fariasbrito.ce.gov.br,
MG,316250,SAO JOAO DEL REI,2173565,HOSPITAL NOSSA SENHORA DAS MERCES,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,PRACA BARAO DE ITAMBE,31,,CENTRO,36300134,(32)33792800,-21.1338784,-44.2630199,hnsm.adm@mgconecta.com.br,
RJ,330330,NITEROI,12645,POLICLINICA REGIONAL DO BARRETO DR JOAO DA SILVA VIZELLA,016 AMBULATORIO,04 POLICLINICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA DR LUIZ PALMIER,726,,BARRETO,24110310,(21) 2719-6881,-22.865073904222672,-43.099357187747955,prbdirecao@gmail.com,
RJ,330170,DUQUE DE CAXIAS,2290227,HOSPITAL MUNICIPAL ADAO PEREIRA NUNES,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,ROD WASHINGTON LUIZ,S/N,BR 040 KM 109,JD PRIMAVERA,25225015,2127775258,-22.6729752,-43.2836708,direcao.hmapn@duquedecaxias.rj.gov.br,
